"state","crime","incidents","victims"
"Assam","Unlawful Assembly-Sec 143-144- 145 IPC",913,1040
"Bihar","Unlawful Assembly-Sec 143-144- 145 IPC",1796,1823
"Chhattisgarh","Unlawful Assembly-Sec 143-144- 145 IPC",57,0
"Goa","Unlawful Assembly-Sec 143-144- 145 IPC",20,29
"Gujarat","Unlawful Assembly-Sec 143-144- 145 IPC",306,357
"Haryana","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Himachal Pradesh","Unlawful Assembly-Sec 143-144- 145 IPC",44,0
"Jammu & Kashmir","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Jharkhand","Unlawful Assembly-Sec 143-144- 145 IPC",516,519
"Karnataka","Unlawful Assembly-Sec 143-144- 145 IPC",49,10
"Kerala","Unlawful Assembly-Sec 143-144- 145 IPC",653,671
"Madhya Pradesh","Unlawful Assembly-Sec 143-144- 145 IPC",4,4
"Maharashtra","Unlawful Assembly-Sec 143-144- 145 IPC",764,0
"Manipur","Unlawful Assembly-Sec 143-144- 145 IPC",1,1
"Meghalaya","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Mizoram","Unlawful Assembly-Sec 143-144- 145 IPC",1,1
"Nagaland","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Odisha","Unlawful Assembly-Sec 143-144- 145 IPC",97,97
"Punjab","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Rajasthan","Unlawful Assembly-Sec 143-144- 145 IPC",2957,0
"Sikkim","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Tamil Nadu","Unlawful Assembly-Sec 143-144- 145 IPC",731,548
"Telangana","Unlawful Assembly-Sec 143-144- 145 IPC",41,47
"Tripura","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Uttar Pradesh","Unlawful Assembly-Sec 143-144- 145 IPC",605,0
"Uttarakhand","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"West Bengal","Unlawful Assembly-Sec 143-144- 145 IPC",491,569
"A & N Islands","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Chandigarh","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"D&N Haveli","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Daman & Diu","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Delhi","Unlawful Assembly-Sec 143-144- 145 IPC",0,0
"Lakshadweep","Unlawful Assembly-Sec 143-144- 145 IPC",2,2
"Puducherry","Unlawful Assembly-Sec 143-144- 145 IPC",25,33
"Andhra Pradesh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",657,796
"Arunachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",8,9
"Assam","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1671,1738
"Bihar","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",11617,13677
"Chhattisgarh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",652,702
"Goa","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",117,237
"Gujarat","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1659,2547
"Haryana","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",2844,2938
"Himachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",395,419
"Jammu & Kashmir","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",3410,4365
"Jharkhand","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1721,2342
"Karnataka","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",6263,7764
"Kerala","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",5089,5831
"Madhya Pradesh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1665,2087
"Maharashtra","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",7898,8589
"Manipur","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",119,130
"Meghalaya","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1,1
"Mizoram","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",3,19
"Nagaland","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",7,7
"Odisha","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",1914,2149
"Punjab","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",0,0
"Rajasthan","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",293,477
"Sikkim","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",12,19
"Tamil Nadu","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",2002,2512
"Telangana","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",511,695
"Tripura","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",78,145
"Uttar Pradesh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",8018,9225
"Uttarakhand","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",481,487
"West Bengal","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",2691,3589
"A & N Islands","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",8,8
"Chandigarh","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",40,40
"D&N Haveli","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",9,9
"Daman & Diu","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",9,15
"Delhi","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",79,135
"Lakshadweep","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",0,0
"Puducherry","Rioting-Sec 147- 151- 153A IPC--Rioting-Total",33,41
"Andhra Pradesh","Rioting-Sec 147- 151- 153A IPC--Agraria",5,6
"Arunachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Assam","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Bihar","Rioting-Sec 147- 151- 153A IPC--Agraria",2342,2606
"Chhattisgarh","Rioting-Sec 147- 151- 153A IPC--Agraria",22,22
"Goa","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Gujarat","Rioting-Sec 147- 151- 153A IPC--Agraria",123,184
"Haryana","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Himachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Jammu & Kashmir","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Jharkhand","Rioting-Sec 147- 151- 153A IPC--Agraria",197,289
"Karnataka","Rioting-Sec 147- 151- 153A IPC--Agraria",231,324
"Kerala","Rioting-Sec 147- 151- 153A IPC--Agraria",2,2
"Madhya Pradesh","Rioting-Sec 147- 151- 153A IPC--Agraria",38,44
"Maharashtra","Rioting-Sec 147- 151- 153A IPC--Agraria",57,79
"Manipur","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Meghalaya","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Mizoram","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Nagaland","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Odisha","Rioting-Sec 147- 151- 153A IPC--Agraria",14,26
"Punjab","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Rajasthan","Rioting-Sec 147- 151- 153A IPC--Agraria",21,23
"Sikkim","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Tamil Nadu","Rioting-Sec 147- 151- 153A IPC--Agraria",72,154
"Telangana","Rioting-Sec 147- 151- 153A IPC--Agraria",2,2
"Tripura","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Uttar Pradesh","Rioting-Sec 147- 151- 153A IPC--Agraria",1709,2140
"Uttarakhand","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"West Bengal","Rioting-Sec 147- 151- 153A IPC--Agraria",2,3
"A & N Islands","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Chandigarh","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"D&N Haveli","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Daman & Diu","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Delhi","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Lakshadweep","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Puducherry","Rioting-Sec 147- 151- 153A IPC--Agraria",0,0
"Andhra Pradesh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",45,46
"Arunachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Assam","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Bihar","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",521,628
"Chhattisgarh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",14,14
"Goa","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",2,48
"Gujarat","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",123,306
"Haryana","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",45,45
"Himachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Jammu & Kashmir","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Jharkhand","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",4,9
"Karnataka","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",80,109
"Kerala","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",5,5
"Madhya Pradesh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",73,75
"Maharashtra","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",178,295
"Manipur","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Meghalaya","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Mizoram","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",3,19
"Nagaland","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Odisha","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",13,13
"Punjab","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Rajasthan","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Sikkim","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",1,2
"Tamil Nadu","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",239,304
"Telangana","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",7,7
"Tripura","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Uttar Pradesh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",899,940
"Uttarakhand","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",29,30
"West Bengal","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",6,6
"A & N Islands","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Chandigarh","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"D&N Haveli","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Daman & Diu","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Delhi","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",1,1
"Lakshadweep","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",0,0
"Puducherry","Rioting-Sec 147- 151- 153A IPC--Caste Conflic",7,7
"Andhra Pradesh","Rioting-Sec 147- 151- 153A IPC--Politica",11,15
"Arunachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Politica",2,2
"Assam","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Bihar","Rioting-Sec 147- 151- 153A IPC--Politica",91,91
"Chhattisgarh","Rioting-Sec 147- 151- 153A IPC--Politica",19,19
"Goa","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Gujarat","Rioting-Sec 147- 151- 153A IPC--Politica",43,71
"Haryana","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Himachal Pradesh","Rioting-Sec 147- 151- 153A IPC--Politica",2,2
"Jammu & Kashmir","Rioting-Sec 147- 151- 153A IPC--Politica",69,300
"Jharkhand","Rioting-Sec 147- 151- 153A IPC--Politica",62,85
"Karnataka","Rioting-Sec 147- 151- 153A IPC--Politica",121,164
"Kerala","Rioting-Sec 147- 151- 153A IPC--Politica",1171,1361
"Madhya Pradesh","Rioting-Sec 147- 151- 153A IPC--Politica",39,53
"Maharashtra","Rioting-Sec 147- 151- 153A IPC--Politica",60,85
"Manipur","Rioting-Sec 147- 151- 153A IPC--Politica",2,3
"Meghalaya","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Mizoram","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Nagaland","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Odisha","Rioting-Sec 147- 151- 153A IPC--Politica",70,78
"Punjab","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Rajasthan","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Sikkim","Rioting-Sec 147- 151- 153A IPC--Politica",1,1
"Tamil Nadu","Rioting-Sec 147- 151- 153A IPC--Politica",55,73
"Telangana","Rioting-Sec 147- 151- 153A IPC--Politica",24,37
"Tripura","Rioting-Sec 147- 151- 153A IPC--Politica",8,19
"Uttar Pradesh","Rioting-Sec 147- 151- 153A IPC--Politica",36,36
"Uttarakhand","Rioting-Sec 147- 151- 153A IPC--Politica",4,4
"West Bengal","Rioting-Sec 147- 151- 153A IPC--Politica",91,205
"A & N Islands","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Chandigarh","Rioting-Sec 147- 151- 153A IPC--Politica",2,2
"D&N Haveli","Rioting-Sec 147- 151- 153A IPC--Politica",2,2
"Daman & Diu","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Delhi","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Lakshadweep","Rioting-Sec 147- 151- 153A IPC--Politica",0,0
"Puducherry","Rioting-Sec 147- 151- 153A IPC--Politica",2,2
"Andhra Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Arunachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Assam","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Bihar","Rioting-Sec 147- 151-153- 153A IPC--Communa",139,165
"Chhattisgarh","Rioting-Sec 147- 151-153- 153A IPC--Communa",2,5
"Goa","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Gujarat","Rioting-Sec 147- 151-153- 153A IPC--Communa",62,105
"Haryana","Rioting-Sec 147- 151-153- 153A IPC--Communa",250,271
"Himachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Jammu & Kashmir","Rioting-Sec 147- 151-153- 153A IPC--Communa",6,6
"Jharkhand","Rioting-Sec 147- 151-153- 153A IPC--Communa",176,253
"Karnataka","Rioting-Sec 147- 151-153- 153A IPC--Communa",42,100
"Kerala","Rioting-Sec 147- 151-153- 153A IPC--Communa",21,23
"Madhya Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Communa",34,36
"Maharashtra","Rioting-Sec 147- 151-153- 153A IPC--Communa",57,78
"Manipur","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Meghalaya","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Mizoram","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Nagaland","Rioting-Sec 147- 151-153- 153A IPC--Communa",6,6
"Odisha","Rioting-Sec 147- 151-153- 153A IPC--Communa",17,17
"Punjab","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Rajasthan","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Sikkim","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Tamil Nadu","Rioting-Sec 147- 151-153- 153A IPC--Communa",5,3
"Telangana","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Tripura","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Uttar Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Communa",31,45
"Uttarakhand","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"West Bengal","Rioting-Sec 147- 151-153- 153A IPC--Communa",20,25
"A & N Islands","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Chandigarh","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"D&N Haveli","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Daman & Diu","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Delhi","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Lakshadweep","Rioting-Sec 147- 151-153- 153A IPC--Communa",0,0
"Puducherry","Rioting-Sec 147- 151-153- 153A IPC--Communa",1,1
"Andhra Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Student",1,1
"Arunachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Assam","Rioting-Sec 147- 151-153- 153A IPC--Student",1,3
"Bihar","Rioting-Sec 147- 151-153- 153A IPC--Student",60,63
"Chhattisgarh","Rioting-Sec 147- 151-153- 153A IPC--Student",2,2
"Goa","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Gujarat","Rioting-Sec 147- 151-153- 153A IPC--Student",3,3
"Haryana","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Himachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Student",15,15
"Jammu & Kashmir","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Jharkhand","Rioting-Sec 147- 151-153- 153A IPC--Student",54,55
"Karnataka","Rioting-Sec 147- 151-153- 153A IPC--Student",10,25
"Kerala","Rioting-Sec 147- 151-153- 153A IPC--Student",167,212
"Madhya Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Student",6,9
"Maharashtra","Rioting-Sec 147- 151-153- 153A IPC--Student",3,3
"Manipur","Rioting-Sec 147- 151-153- 153A IPC--Student",3,6
"Meghalaya","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Mizoram","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Nagaland","Rioting-Sec 147- 151-153- 153A IPC--Student",1,1
"Odisha","Rioting-Sec 147- 151-153- 153A IPC--Student",34,41
"Punjab","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Rajasthan","Rioting-Sec 147- 151-153- 153A IPC--Student",1,6
"Sikkim","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Tamil Nadu","Rioting-Sec 147- 151-153- 153A IPC--Student",18,18
"Telangana","Rioting-Sec 147- 151-153- 153A IPC--Student",16,16
"Tripura","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Uttar Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Student",62,62
"Uttarakhand","Rioting-Sec 147- 151-153- 153A IPC--Student",24,24
"West Bengal","Rioting-Sec 147- 151-153- 153A IPC--Student",1,4
"A & N Islands","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Chandigarh","Rioting-Sec 147- 151-153- 153A IPC--Student",1,1
"D&N Haveli","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Daman & Diu","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Delhi","Rioting-Sec 147- 151-153- 153A IPC--Student",5,10
"Lakshadweep","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Puducherry","Rioting-Sec 147- 151-153- 153A IPC--Student",0,0
"Andhra Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Arunachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Assam","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Bihar","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",121,121
"Chhattisgarh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Goa","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Gujarat","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Haryana","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Himachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Jammu & Kashmir","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Jharkhand","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Karnataka","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",21,21
"Kerala","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Madhya Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Maharashtra","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",4,4
"Manipur","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",11,15
"Meghalaya","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Mizoram","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Nagaland","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Odisha","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Punjab","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Rajasthan","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Sikkim","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Tamil Nadu","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",64,64
"Telangana","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",1,1
"Tripura","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Uttar Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",212,216
"Uttarakhand","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"West Bengal","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"A & N Islands","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Chandigarh","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"D&N Haveli","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Daman & Diu","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Delhi","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Lakshadweep","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Puducherry","Rioting-Sec 147- 151-153- 153A IPC--Sectaria",0,0
"Andhra Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Industria",4,4
"Arunachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Assam","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Bihar","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Chhattisgarh","Rioting-Sec 147- 151-153- 153A IPC--Industria",4,4
"Goa","Rioting-Sec 147- 151-153- 153A IPC--Industria",1,1
"Gujarat","Rioting-Sec 147- 151-153- 153A IPC--Industria",4,5
"Haryana","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Himachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Industria",17,17
"Jammu & Kashmir","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Jharkhand","Rioting-Sec 147- 151-153- 153A IPC--Industria",17,22
"Karnataka","Rioting-Sec 147- 151-153- 153A IPC--Industria",54,86
"Kerala","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Madhya Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Industria",8,8
"Maharashtra","Rioting-Sec 147- 151-153- 153A IPC--Industria",5,5
"Manipur","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Meghalaya","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Mizoram","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Nagaland","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Odisha","Rioting-Sec 147- 151-153- 153A IPC--Industria",37,39
"Punjab","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Rajasthan","Rioting-Sec 147- 151-153- 153A IPC--Industria",2,2
"Sikkim","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Tamil Nadu","Rioting-Sec 147- 151-153- 153A IPC--Industria",11,13
"Telangana","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Tripura","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Uttar Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Industria",4,4
"Uttarakhand","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"West Bengal","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"A & N Islands","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Chandigarh","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"D&N Haveli","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Daman & Diu","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Delhi","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Lakshadweep","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Puducherry","Rioting-Sec 147- 151-153- 153A IPC--Industria",0,0
"Andhra Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",591,724
"Arunachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",6,7
"Assam","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1670,1735
"Bihar","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",8343,10003
"Chhattisgarh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",589,636
"Goa","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",114,188
"Gujarat","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1301,1873
"Haryana","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",2549,2622
"Himachal Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",361,385
"Jammu & Kashmir","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",3335,4059
"Jharkhand","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1211,1629
"Karnataka","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",5704,6935
"Kerala","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",3723,4228
"Madhya Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1467,1862
"Maharashtra","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",7534,8040
"Manipur","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",103,106
"Meghalaya","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1,1
"Mizoram","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",0,0
"Nagaland","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",0,0
"Odisha","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1729,1935
"Punjab","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",0,0
"Rajasthan","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",269,446
"Sikkim","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",10,16
"Tamil Nadu","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",1538,1883
"Telangana","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",461,632
"Tripura","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",70,126
"Uttar Pradesh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",5065,5782
"Uttarakhand","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",424,429
"West Bengal","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",2571,3346
"A & N Islands","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",8,8
"Chandigarh","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",37,37
